Node,Nid,Billing Reference,Child's Name,Billing Discount,Pre-Booked Session,Pre-Booked Duration (h),Pre-Booked Charged Duration,Pre-Booked FE,Pre-Booked Childcare Charge,Pre-Booked Away Discount,Pre-Booked Billing Discount,Pre-Booked TTO Surcharge,Pre-Booked Late Change Surcharge,Pre-Booked Services Charge,Pre-Booked Booking Charge,Booked Session,Booked Duration (h),Actual Attendance,Free Entitlement,Charged Duration,Childcare Charge,Unscheduled Charge,Away Discount,Billing Discount,TTO Surcharge,Late Change Surcharge,Services Charge,Booking Charge,Billing Adjustment,Childcare Setting
162553-244173,244173,VANCE,"Vance, Ivy",0.00%,"Friday, 25 November 2022 - 9:30am to 4:30pm",7,0,7,0,0,0,0,0,5.99,5.99,25/11/2022 - 9:30am to 4:30pm,7,25/11/2022 - 9:48am to 4:34pm,7,0,0,0,0,0,0,0,5.99,5.99,0,KIDZ Academy - Cuckfield
193866-244310,244310,WOODWARD,"Woodward, Thea",0.00%,"Friday, 25 November 2022 - 10:30am to 3:30pm",5,0,5,0,0,0,0,0,4.55,4.55,25/11/2022 - 9:30am to 3:00pm,5.5,25/11/2022 - 9:30am to 3:00pm,5.5,0,0,0,0,0,0,0,4.55,4.55,0,Norto5 KIDZ - West End Farm
203553-243316,243316,EFFORD,"Efford, Emily",0.00%,"Friday, 25 November 2022 - 10:00am to 3:30pm",5.5,5.5,0,53.08,0,0,0,0,4.55,57.63,25/11/2022 - 10:00am to 3:30pm,5.5,25/11/2022 - 10:38am to 3:30pm,0,5.5,53.08,0,0,0,0,0,4.55,57.63,0,KIDZ Academy - Cuckfield
203552-243320,243320,EFFORD,"Efford, Sophie",5.00%,"Friday, 25 November 2022 - 10:00am to 3:30pm",5.5,5.5,0,53.08,0,-2.65,0,0,4.55,54.98,25/11/2022 - 10:00am to 3:30pm,5.5,25/11/2022 - 10:38am to 3:31pm,0,5.5,53.08,0,0,-2.65,0,0,4.55,54.98,0,KIDZ Academy - Cuckfield
239157-243647,243647,SUNDAR,"John Sundar, Stasya Johanne",0.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,25/11/2022 - 10:00am to 3:00pm,5,25/11/2022 - 9:49am to 3:02pm,5,0,0,1.45,0,0,0.1,0,0,1.55,1.55,KIDZ Academy - Lindfield
220370-244150,244150,TURNER01,"Turner, Arlo",0.00%,"Friday, 25 November 2022 - 10:00am to 2:00pm",4,0,4,0,0,0,0,0,0,0,25/11/2022 - 10:00am to 2:00pm,4,25/11/2022 - 10:12am to 2:00pm,4,0,0,0,0,0,0,0,0,0,0,Norto5 KIDZ - Lindfield Lodge
223656-247036,247036,TOONE,"Toone, Jacob ",0.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,25/11/2022 - 10:00am to 12:00pm,2,01/01/2000 - 12:00am,0,0,0,0,0,0,0,0,0,0,0,Norto5 KIDZ - West End Farm
228124-244239,244239,WATKINSON,"Watkinson, Harry",0.00%,"Friday, 25 November 2022 - 10:30am to 2:30pm",4,4,0,38.6,0,0,0,0,0,38.6,25/11/2022 - 10:30am to 2:30pm,4,25/11/2022 - 10:32am to 3:07pm,0,4,38.6,5.95,0,0,0,0,0,44.55,5.95,Norto5 KIDZ - Lindfield Lodge
164227-243277,243277,DAVIDSON01,"Davidson-Hewson, Eilidh ",5.00%,"Friday, 25 November 2022 - 8:00am to 4:00pm",8,2,6,17.4,0,-0.87,0,0,4.55,21.08,25/11/2022 - 11:00am to 5:00pm,6,25/11/2022 - 11:32am to 5:00pm,5,1,8.7,0,0,-0.44,0,0,5.99,14.25,-6.83,Norto5 KIDZ - Lindfield Lodge
231137-243413,243413,GEARY,"Geary, Peyton",0.00%,"Friday, 25 November 2022 - 8:30am to 5:30pm",9,9,0,85,0,0,0,0,3.41,88.41,25/11/2022 - 12:00pm to 5:00pm,5,25/11/2022 - 12:42pm to 5:04pm,0,5,50,0,0,0,0,0,3.41,53.41,-35,Norto5 KIDZ - Lindfield Lodge
231485-244204,244204,WALPOLE,"Walpole, Holly",0.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,25/11/2022 - 1:00pm to 5:30pm,4.5,25/11/2022 - 1:06pm to 5:27pm,4.5,0,0,0,0,0,0,0,1.44,1.44,1.44,Norto5 KIDZ - Lindfield Lodge
244761-247047,247047,AHEARNE,"Ahearne, Astrid",0.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,25/11/2022 - 2:00pm to 5:00pm,3,01/01/2000 - 12:00am,0,3,28.95,0,0,0,2.03,0,1.44,32.42,32.42,Norto5 KIDZ - Lindfield Lodge
236355-238094,238094,MASON,"Mason, Ebenezer",0.00%,"Monday, 28 November 2022 - 8:00am to 6:00pm",10,10,0,85,0,0,0,0,3.41,88.41,28/11/2022 - 8:00am to 6:00pm,10,28/11/2022 - 8:26am to 5:58pm,0,10,85,0,0,0,0,0,3.41,88.41,0,Norto5 KIDZ - Lindfield Lodge
233489-242964,242964,ANGELL,"Angell, Mason",0.00%,"Monday, 28 November 2022 - 8:00am to 6:00pm",10,0,10,0,0,0,0,0,5.99,5.99,28/11/2022 - 8:00am to 6:00pm,10,28/11/2022 - 8:34am to 5:37pm,10,0,0,0,0,0,0,0,5.99,5.99,0,Norto5 KIDZ - West End Farm
238802-242981,242981,ATKINSON,"Atkinson, Ted",0.00%,"Monday, 28 November 2022 - 8:00am to 6:00pm",10,10,0,85,0,0,0,0,3.41,88.41,28/11/2022 - 8:00am to 6:00pm,10,28/11/2022 - 8:12am to 5:58pm,0,10,85,0,0,0,0,0,3.41,88.41,0,Norto5 KIDZ - Lindfield Lodge
230394-243091,243091,BILLINGTON,"Billington, Elsa",0.00%,"Monday, 28 November 2022 - 8:00am to 4:00pm",8,8,0,77.2,0,0,0,0,4.55,81.75,28/11/2022 - 8:00am to 4:00pm,8,01/01/2000 - 12:00am,6,2,19.3,0,-11.58,0,0,0,0,7.72,-74.03,Norto5 KIDZ - West End Farm
209118-243146,243146,BROOMFIELD,"Broomfield, Naya",0.00%,"Monday, 28 November 2022 - 8:00am to 5:00pm",9,9,0,81,0,0,0,0,5.99,86.99,28/11/2022 - 8:00am to 5:00pm,9,28/11/2022 - 8:01am to 5:03pm,0,9,81,0,0,0,0,0,5.99,86.99,0,Norto5 KIDZ - West End Farm
227490-243159,243159,BROOMFIELD,"Broomfield, Rowley",5.00%,"Monday, 28 November 2022 - 8:00am to 5:00pm",9,9,0,85,0,-4.25,0,0,3.41,84.16,28/11/2022 - 8:00am to 5:00pm,9,28/11/2022 - 8:01am to 5:03pm,0,9,85,0,0,-4.25,0,0,3.41,84.16,0,Norto5 KIDZ - West End Farm
242874-243217,243217,CORCORAN,"Corcoran, Arthur",5.00%,"Monday, 28 November 2022 - 8:00am to 6:00pm",10,10,0,81,0,-4.05,0,0,1.44,78.39,28/11/2022 - 8:00am to 6:00pm,10,28/11/2022 - 8:08am to 5:33pm,0,10,81,0,0,-4.05,0,0,1.44,78.39,0,KIDZ Academy - Cuckfield
242875-243226,243226,CORCORAN,"Corcoran, Maeve",0.00%,"Monday, 28 November 2022 - 8:00am to 6:00pm",10,10,0,85,0,0,0,0,1.16,86.16,28/11/2022 - 8:00am to 6:00pm,10,28/11/2022 - 8:08am to 5:33pm,0,10,85,0,0,0,0,0,1.16,86.16,0,KIDZ Academy - Cuckfield
187923-243256,243256,CRAIGD,"Craig-Davies, Lara ",5.00%,"Monday, 28 November 2022 - 8:00am to 6:00pm",10,10,0,85,0,-4.25,0,0,3.41,84.16,28/11/2022 - 8:00am to 6:00pm,10,28/11/2022 - 8:08am to 4:59pm,0,10,85,0,0,-4.25,0,0,3.41,84.16,0,KIDZ Academy - Cuckfield
236624-243351,243351,LOPEZ,"Farkas Lopez, Thiago",0.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,28/11/2022 - 8:00am to 4:30pm,8.5,01/01/2000 - 12:00am,0,0,0,0,0,0,0,0,0,0,0,Norto5 KIDZ - Station Close
234429-243508,243508,GREENER_JONES,"Greener-Jones , Isla ",0.00%,"Monday, 28 November 2022 - 8:00am to 6:00pm",10,10,0,85,0,0,0,0,3.41,88.41,28/11/2022 - 8:00am to 6:00pm,10,28/11/2022 - 11:44am to 5:53pm,0,10,85,0,0,0,0,0,3.41,88.41,0,Norto5 KIDZ - West End Farm
236320-243531,243531,HALL,"Hall, Morgan",0.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,28/11/2022 - 8:00am to 6:00pm,10,28/11/2022 - 9:08am to 5:58pm,0,10,85,0,0,0,0,0,3.41,88.41,88.41,Norto5 KIDZ - Lindfield Lodge
223847-243601,243601,IRWIN-BYRNE,"Irwin-Byrne, Odette",0.00%,"Monday, 28 November 2022 - 8:00am to 5:00pm",9,9,0,85,0,0,0,0,3.41,88.41,28/11/2022 - 8:00am to 5:00pm,9,28/11/2022 - 8:01am to 5:03pm,0,9,85,0,0,0,0,0,3.41,88.41,0,Norto5 KIDZ - West End Farm
182193-243681,243681,KANE,"Kane, Dylan",0.00%,"Monday, 28 November 2022 - 8:00am to 6:00pm",10,0,10,0,0,0,0,0,5.99,5.99,28/11/2022 - 8:00am to 6:00pm,10,28/11/2022 - 8:17am to 5:20pm,10,0,0,0,0,0,0,0,5.99,5.99,0,KIDZ Academy - Cuckfield
241847-243721,243721,KEMPTHORNE,"Kempthorne, Joey",0.00%,"Monday, 28 November 2022 - 8:00am to 1:00pm",5,0,5,0,0,0,0,0,0,0,28/11/2022 - 8:00am to 1:00pm,5,28/11/2022 - 8:26am to 1:00pm,5,0,0,0,0,0,0,0,0,0,0,KIDZ Academy - Cuckfield
193474-243795,243795,MISSURE,"Missure, Emanuele",0.00%,"Monday, 28 November 2022 - 8:00am to 12:00pm",4,4,0,40,0,0,0,0,0,40,28/11/2022 - 8:00am to 6:00pm,10,28/11/2022 - 8:24am to 5:58pm,0,10,85,0,0,0,0,0,3.41,88.41,48.41,Norto5 KIDZ - Lindfield Lodge
210725-243894,243894,PETKOVA,"Petkova, Angelica",0.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,28/11/2022 - 8:00am to 1:30pm,5.5,28/11/2022 - 8:24am to 1:30pm,5.5,0,0,0,0,0,0,0,0,0,0,Norto5 KIDZ - Lindfield Lodge
223376-243954,243954,RATCLIFFE,"Ratcliffe, Kennedy",0.00%,"Monday, 28 November 2022 - 8:00am to 5:30pm",9.5,9.5,0,81,0,0,0,0,5.99,86.99,28/11/2022 - 8:00am to 5:30pm,9.5,28/11/2022 - 8:21am to 5:31pm,0,9.5,81,0,0,0,0,0,5.99,86.99,0,Norto5 KIDZ - West End Farm
129152-244274,244274,WILLIS,"Willis, Harrison",0.00%,"Monday, 28 November 2022 - 8:00am to 6:00pm",10,0,10,0,0,0,0,0,5.99,5.99,28/11/2022 - 8:00am to 6:00pm,10,28/11/2022 - 9:08am to 5:58pm,10,0,0,0,0,0,0,0,5.99,5.99,0,Norto5 KIDZ - Lindfield Lodge
239865-244578,244578,PERRY,"Perry, Alesha",0.00%,"Monday, 28 November 2022 - 8:00am to 6:00pm",10,6,4,52.2,0,0,3.65,0,1.44,57.29,28/11/2022 - 8:00am to 6:00pm,10,01/01/2000 - 12:00am,0,0,0,0,0,0,0,0,0,0,-57.29,KIDZ Academy - Lindfield
245102-245124,245124,TAYLORF,"Taylor, Florence",0.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,28/11/2022 - 8:00am to 5:00pm,9,28/11/2022 - 8:27am to 5:00pm,0,9,81,0,0,0,0,0,5.99,86.99,86.99,Norto5 KIDZ - Lindfield Lodge
235925-243073,243073,BERENDE,"Berende, Darius",5.00%,"Monday, 28 November 2022 - 8:30am to 2:30pm",6,0,6,0,0,0,0,0,0,0,28/11/2022 - 8:30am to 2:30pm,6,28/11/2022 - 8:32am to 2:30pm,6,0,0,0,0,0,0,0,0,0,0,KIDZ Academy - Lindfield
193662-243187,243187,CANNINGS,"Cannings, Lucas",0.00%,"Monday, 28 November 2022 - 8:30am to 5:00pm",8.5,0,8.5,0,0,0,0,0,5.99,5.99,28/11/2022 - 8:30am to 5:00pm,8.5,28/11/2022 - 9:32am to 3:29pm,8.5,0,0,0,0,0,0,0,5.99,5.99,0,KIDZ Academy - Cuckfield
210535-243564,243564,HILL,"Hill, Jensen",0.00%,"Monday, 28 November 2022 - 8:30am to 4:00pm",7.5,1.5,6,13.05,0,0,0,0,0,13.05,28/11/2022 - 8:30am to 4:00pm,7.5,28/11/2022 - 8:34am to 3:56pm,6,1.5,13.05,0,0,0,0,0,0,13.05,0,Norto5 KIDZ - West End Farm
238174-243861,243861,OSBORNE,"Osborne, Lewis",0.00%,"Monday, 28 November 2022 - 8:30am to 1:30pm",5,0,5,0,0,0,0,0,4.55,4.55,28/11/2022 - 8:30am to 1:30pm,5,28/11/2022 - 8:42am to 1:26pm,5,0,0,0,0,0,0,0,4.55,4.55,0,Norto5 KIDZ - West End Farm
171181-242999,242999,BAILEY01,"Bailey , Benjamin ",0.00%,"Monday, 28 November 2022 - 9:00am to 5:00pm",8,0,8,0,0,0,0,0,0,0,28/11/2022 - 9:00am to 5:00pm,8,28/11/2022 - 9:11am to 4:50pm,8,0,0,0,0,0,0,0,0,0,0,KIDZ Academy - Cuckfield
242180-243015,243015,BAILEY_R,"Bailey, Ross",0.00%,"Monday, 28 November 2022 - 9:00am to 2:00pm",5,0,5,0,0,0,0,0,4.55,4.55,28/11/2022 - 9:00am to 2:00pm,5,28/11/2022 - 9:20am to 1:51pm,5,0,0,0,0,0,0,0,0,0,-4.55,KIDZ Academy - Lindfield
242303-243033,243033,BAKER_H,"Baker, Hamida",0.00%,"Monday, 28 November 2022 - 9:00am to 3:00pm",6,0,6,0,0,0,0,0,0,0,28/11/2022 - 9:00am to 3:00pm,6,01/01/2000 - 12:00am,6,0,0,0,0,0,0,0,0,0,0,Norto5 KIDZ - Lindfield Lodge
223386-243048,243048,BALDWIN,"Baldwin, Lainey",0.00%,"Wednesday, 30 November 2022 - 9:00am to 2:00pm",5,0,5,0,0,0,0,0,0,0,28/11/2022 - 9:00am to 2:00pm,5,28/11/2022 - 9:22am to 1:53pm,5,0,0,0,0,0,0,0,0,0,0,Norto5 KIDZ - Lindfield Lodge
239563-243109,243109,BOBOC,"Boboc, Maya",0.00%,"Monday, 28 November 2022 - 9:00am to 3:00pm",6,0,6,0,0,0,0,0,0,0,28/11/2022 - 9:00am to 3:00pm,6,01/01/2000 - 12:00am,6,0,0,0,0,0,0,0,0,0,0,KIDZ Academy - Lindfield
241766-243266,243266,DALBERG-CONWAY,"Dalberg-Conway, Harley",0.00%,"Monday, 28 November 2022 - 9:00am to 1:00pm",4,0,4,0,0,0,0,0,0,0,28/11/2022 - 9:00am to 1:00pm,4,28/11/2022 - 9:38am to 12:59pm,4,0,0,0,0,0,0,0,0,0,0,KIDZ Academy - Cuckfield
242015-243419,243419,HAY-ELLIS,"George, Hay-Ellis",0.00%,"Monday, 28 November 2022 - 9:00am to 1:00pm",4,4,0,34.8,0,0,0,0,4.55,39.35,28/11/2022 - 9:00am to 1:00pm,4,01/01/2000 - 12:00am,0,4,34.8,0,0,0,0,0,4.55,39.35,0,Norto5 KIDZ - West End Farm
233844-243426,243426,GEORGE,"George, Milo",0.00%,"Monday, 28 November 2022 - 9:00am to 5:30pm",8.5,8.5,0,81,0,0,0,0,6.34,87.34,28/11/2022 - 9:00am to 5:30pm,8.5,28/11/2022 - 9:04am to 5:33pm,0,8.5,81,0,0,0,0,0,6.34,87.34,0,KIDZ Academy - Cuckfield
190904-243456,243456,GLENNY,"Glenny, Edith",0.00%,"Monday, 28 November 2022 - 9:00am to 12:00pm",3,0,3,0,0,0,0,0,0,0,28/11/2022 - 9:00am to 11:30am,2.5,01/01/2000 - 12:00am,2.5,0,0,0,0,0,0,0,0,0,0,KIDZ Academy - Lindfield
242253-243489,243489,GRASSI,"Grassi, Oah",0.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,28/11/2022 - 9:00am to 5:00pm,8,01/01/2000 - 12:00am,8,0,0,0,0,0,0,0,0,0,0,Norto5 KIDZ - Lindfield Lodge
210826-243546,243546,HARRISON,"Harrison, Fletcher",0.00%,"Monday, 28 November 2022 - 9:00am to 3:00pm",6,0,6,0,0,0,0,0,0,0,28/11/2022 - 9:00am to 3:00pm,6,28/11/2022 - 9:32am to 2:53pm,6,0,0,0,0,0,0,0,0,0,0,KIDZ Academy - Cuckfield
231152-243633,243633,JAMES,"James, Khodi ",0.00%,"Monday, 28 November 2022 - 9:00am to 2:00pm",5,0,5,0,0,0,0,0,4.55,4.55,28/11/2022 - 9:00am to 2:00pm,5,28/11/2022 - 9:08am to 1:35pm,5,0,0,0,0,0,0,0,4.55,4.55,0,KIDZ Academy - Cuckfield
196952-243667,243667,LAWRENCE01,"John-Donegan, Marley",30.00%,"Monday, 28 November 2022 - 9:00am to 6:00pm",9,9,0,0,0,0,0,0,0,0,28/11/2022 - 9:00am to 6:00pm,9,28/11/2022 - 9:08am to 5:58pm,0,9,0,0,0,0,0,0,0,0,0,Norto5 KIDZ - Lindfield Lodge
236621-243701,243701,BIJU,"Karthik subash biju, Danvanth ",0.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,28/11/2022 - 9:00am to 11:00am,2,01/01/2000 - 12:00am,0,0,0,0,0,0,0,0,0,0,0,Norto5 KIDZ - Station Close
234414-243760,243760,MANTHORPE,"Manthorpe, Bobby",0.00%,"Monday, 28 November 2022 - 9:00am to 2:30pm",5.5,0,5.5,0,0,0,0,0,4.75,4.75,28/11/2022 - 9:00am to 2:30pm,5.5,28/11/2022 - 9:13am to 2:30pm,5.5,0,0,0,0,0,0,0,4.75,4.75,0,KIDZ Academy - Cuckfield
211085-243779,243779,MAURO-FOSSAT,"Mauro-Fossat, Kataleya",0.00%,"Monday, 28 November 2022 - 9:00am to 4:30pm",7.5,7.5,0,65.25,0,0,0,0,6.34,71.59,28/11/2022 - 9:00am to 4:30pm,7.5,28/11/2022 - 10:21am to 4:25pm,0,7.5,65.25,0,0,0,0,0,5.99,71.24,-0.35,KIDZ Academy - Cuckfield
174049-243824,243824,MULLER,"Muller Andrews, Edith",0.00%,"Monday, 28 November 2022 - 9:00am to 5:00pm",8,0,8,0,0,0,0,0,5.99,5.99,28/11/2022 - 9:00am to 5:00pm,8,28/11/2022 - 9:08am to 5:58pm,8,0,0,8.41,0,0,0,0,5.99,14.4,8.41,Norto5 KIDZ - Lindfield Lodge
210767-243837,243837,NAMANYA,"Namanya, Eskame",5.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,28/11/2022 - 9:00am to 3:30pm,6.5,28/11/2022 - 9:20am to 3:30pm,6.5,0,0,0,0,0,0,0,4.55,4.55,4.55,KIDZ Academy - Lindfield
234281-243929,243929,PROUDLOCK,"Proudlock, Elsie",0.00%,"Monday, 28 November 2022 - 9:00am to 3:00pm",6,0,6,0,0,0,0,0,0,0,28/11/2022 - 9:00am to 3:00pm,6,01/01/2000 - 12:00am,6,0,0,0,0,0,0,0,0,0,0,Norto5 KIDZ - Lindfield Lodge
233445-243982,243982,ROWLAND,"Rowland-Bernasconi, Caelan",0.00%,"Monday, 28 November 2022 - 9:00am to 4:00pm",7,0,7,0,0,0,0,0,4.55,4.55,28/11/2022 - 9:00am to 4:00pm,7,01/01/2000 - 12:00am,7,0,0,0,0,0,0,0,4.55,4.55,0,Norto5 KIDZ - West End Farm
162357-244014,244014,SEAR,"Sear, Harvey",5.00%,"Monday, 28 November 2022 - 9:00am to 2:30pm",5.5,0,5.5,0,0,0,0,0,4.55,4.55,28/11/2022 - 9:00am to 2:30pm,5.5,01/01/2000 - 12:00am,5.5,0,0,0,0,0,0,0,0,0,-4.55,KIDZ Academy - Lindfield
230810-244062,244062,SOUTER,"Souter, Libby",0.00%,"Monday, 28 November 2022 - 9:00am to 3:00pm",6,0,6,0,0,0,0,0,4.55,4.55,28/11/2022 - 9:00am to 3:00pm,6,28/11/2022 - 9:00am to 2:52pm,6,0,0,0,0,0,0,0,4.55,4.55,0,KIDZ Academy - Lindfield
228134-244079,244079,STEYNOR,"Steynor, Josephine",0.00%,"Monday, 28 November 2022 - 9:00am to 2:00pm",5,5,0,50,0,0,3.5,0,2.25,55.75,28/11/2022 - 9:00am to 2:30pm,5.5,28/11/2022 - 9:08am to 12:39pm,0,5.5,55,0,0,0,3.85,0,2.25,61.1,5.35,Norto5 KIDZ - Lindfield Lodge
239458-244090,244090,STONE,"Stone, Lily",0.00%,"Monday, 28 November 2022 - 9:00am to 1:00pm",4,0,4,0,0,0,0,0,4.55,4.55,28/11/2022 - 9:00am to 1:00pm,4,28/11/2022 - 9:20am to 11:24am,4,0,0,0,0,0,0,0,0,0,-4.55,KIDZ Academy - Lindfield
234186-244256,244256,WELLING,"Welling, Chelsea",0.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,28/11/2022 - 9:00am to 12:00pm,3,01/01/2000 - 12:00am,0,0,0,0,0,0,0,0,0,0,0,Norto5 KIDZ - Lindfield Lodge
242742-244329,244329,WORRALL,"Worrall, Alfred",0.00%,"Monday, 28 November 2022 - 9:00am to 1:00pm",4,4,0,34.8,0,0,2.44,0,4.55,41.79,28/11/2022 - 9:00am to 1:00pm,4,01/01/2000 - 12:00am,0,0,0,0,0,0,0,0,0,0,-41.79,KIDZ Academy - Lindfield
225498-244353,244353,YORK,"York, Ella",0.00%,"Monday, 28 November 2022 - 9:00am to 12:00pm",3,0,3,0,0,0,0,0,0,0,28/11/2022 - 9:00am to 12:00pm,3,28/11/2022 - 9:00am to 12:00pm,3,0,0,0,0,0,0,0,0,0,0,Norto5 KIDZ - Lindfield Lodge
244361-244450,244450,TERRY,"Terry, Jude",0.00%,"Monday, 28 November 2022 - 9:00am to 12:00pm",3,3,0,30,0,0,2.1,0,0,32.1,28/11/2022 - 9:00am to 12:00pm,3,01/01/2000 - 12:00am,0,0,0,0,0,0,0,0,0,0,-32.1,Norto5 KIDZ - Lindfield Lodge
193661-249395,249395,FIELD02,"Bridgman, Charlotte",0.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,28/11/2022 - 9:00am to 4:00pm,7,28/11/2022 - 9:03am to 1:07pm,6,1,8.7,0,0,0,0,0.87,0,9.57,9.57,Norto5 KIDZ - West End Farm
244814-249396,249396,FATONA,"Fatona, Grace ",0.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,28/11/2022 - 9:00am to 2:00pm,5,28/11/2022 - 9:21am to 2:18pm,0,5,0,0,0,0,0,0,0,0,0,KIDZ Academy - Lindfield
182195-243405,243405,GARTH01,"Garth, Birdie ",0.00%,"Monday, 28 November 2022 - 9:30am to 2:30pm",5,0,5,0,0,0,0,0,4.55,4.55,28/11/2022 - 9:30am to 2:30pm,5,28/11/2022 - 9:32am to 2:27pm,5,0,0,0,0,0,0,0,4.55,4.55,0,KIDZ Academy - Cuckfield
228122-243610,243610,ISAAC,"Isaac, Millie",0.00%,"Monday, 28 November 2022 - 8:00am to 3:30pm",7.5,7.5,0,75,0,0,0,0,2.25,77.25,28/11/2022 - 9:30am to 3:30pm,6,28/11/2022 - 9:33am to 3:23pm,0,6,60,0,0,0,0,0,2.25,62.25,-15,Norto5 KIDZ - West End Farm
218297-243849,243849,ONSLOW,"Onslow, Summer",0.00%,"Monday, 28 November 2022 - 9:30am to 3:00pm",5.5,5.5,0,53.08,0,0,0,0,4.55,57.63,28/11/2022 - 9:30am to 3:00pm,5.5,28/11/2022 - 9:30am to 3:00pm,0,5.5,53.08,0,0,0,0,0,4.55,57.63,0,Norto5 KIDZ - West End Farm
234418-243913,243913,PILLAI,"Pillai, Viaan",0.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,28/11/2022 - 9:30am to 2:30pm,5,01/01/2000 - 12:00am,0,0,0,0,0,0,0,0,0,0,0,KIDZ Academy - Lindfield
227958-244046,244046,SMITH07,"Smith, Darcie",5.00%,"Monday, 28 November 2022 - 9:30am to 2:30pm",5,0,5,0,0,0,0,0,0,0,28/11/2022 - 9:30am to 2:30pm,5,28/11/2022 - 9:32am to 2:30pm,5,0,0,0,0,0,0,0,0,0,0,KIDZ Academy - Cuckfield
162553-244174,244174,VANCE,"Vance, Ivy",0.00%,"Monday, 28 November 2022 - 9:30am to 5:00pm",7.5,0,7.5,0,0,0,0,0,5.99,5.99,28/11/2022 - 9:30am to 5:00pm,7.5,28/11/2022 - 9:38am to 2:30pm,7.5,0,0,0,0,0,0,0,5.99,5.99,0,KIDZ Academy - Cuckfield
239157-243648,243648,SUNDAR,"John Sundar, Stasya Johanne",0.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,28/11/2022 - 10:00am to 3:00pm,5,01/01/2000 - 12:00am,5,0,0,0,0,0,0,0,0,0,0,KIDZ Academy - Lindfield
223656-249397,249397,TOONE,"Toone, Jacob ",0.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,28/11/2022 - 10:00am to 12:00pm,2,28/11/2022 - 10:00am to 11:50am,0,2,20,0,0,0,0,2,0,22,22,Norto5 KIDZ - West End Farm
171348-243519,243519,GREENO,"Greeno, Carys",5.00%,"Tuesday, 29 November 2022 - 11:00am to 6:00pm",7,7,0,67.55,0,-3.38,0,0,5.99,70.16,28/11/2022 - 11:00am to 5:00pm,6,01/01/2000 - 12:00am,0,0,0,0,0,0,0,0,0,0,-70.16,KIDZ Academy - Lindfield
208635-244109,244109,SULLIVAN,"Sullivan, Luke",0.00%,"Monday, 28 November 2022 - 1:00pm to 5:00pm",4,0,4,0,0,0,0,0,1.44,1.44,28/11/2022 - 1:00pm to 5:00pm,4,01/01/2000 - 12:00am,0,0,0,0,0,0,0,0,0,0,-1.44,Norto5 KIDZ - Lindfield Lodge
231084-244808,244808,JACKSONK,"Randall, Jackson",0.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,28/11/2022 - 1:00pm to 6:00pm,5,28/11/2022 - 1:01pm to 6:04pm,5,0,0,0,0,0,0,0,0,0,0,KIDZ Academy - Lindfield
231485-244205,244205,WALPOLE,"Walpole, Holly",0.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,28/11/2022 - 1:30pm to 5:30pm,4,28/11/2022 - 1:53pm to 5:30pm,4,0,0,0,0,0,0,0,1.44,1.44,1.44,Norto5 KIDZ - Lindfield Lodge
220924-243081,243081,BIBIN,"Bibin, Ewan",0.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,29/11/2022 - 7:30am to 6:00pm,10.5,01/01/2000 - 12:00am,0,0,0,0,0,0,0,0,0,0,0,Norto5 KIDZ - Station Close
233489-242965,242965,ANGELL,"Angell, Mason",0.00%,"Tuesday, 29 November 2022 - 8:00am to 6:00pm",10,3,7,26.1,0,0,0,0,5.99,32.09,29/11/2022 - 8:00am to 6:00pm,10,29/11/2022 - 8:07am to 5:01pm,6,4,34.8,0,0,0,0,0,1.44,36.24,4.15,Norto5 KIDZ - West End Farm
238802-242982,242982,ATKINSON,"Atkinson, Ted",0.00%,"Tuesday, 29 November 2022 - 8:00am to 6:00pm",10,10,0,85,0,0,0,0,3.41,88.41,29/11/2022 - 8:00am to 6:00pm,10,01/01/2000 - 12:00am,0,0,0,0,0,0,0,0,0,0,-88.41,Norto5 KIDZ - Lindfield Lodge
